source_id,designation,ra,dec,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,pmra,pmdec,radial_velocity,distance_pc
6194563955869054848,Gaia DR3 6194563955869054848,199.7307355656656,-23.171710892760082,25.52860508281361,0.27057967,94.34783,2.776534,3.5164533,2.3616364,1.1548169,,67.9557138676889,-44.29923851288874,,39.17174466666104
3211922645854328832,Gaia DR3 3211922645854328832,76.9620005509911,-5.086810304091459,36.24560427650994,0.35752305,101.37977,2.7777147,3.0676498,2.6321695,0.43548036,,-88.48137357389295,-70.49687410279232,,27.589552442586267
5826168461855385472,Gaia DR3 5826168461855385472,238.7838064740902,-63.43251144584002,80.48541193436336,0.21874149,367.94763,2.784391,3.1869626,2.5581625,0.62880015,,-187.36581928502997,-401.1911000240785,,12.424611814318721
2887731882922767744,Gaia DR3 2887731882922767744,87.74026611929386,-35.76651139745324,36.90381517096654,0.13449231,274.3935,2.8041787,3.675863,2.3761399,1.2997231,,54.45215030399028,404.6004282430017,,27.097469336631985
2255173119658513408,Gaia DR3 2255173119658513408,288.13986191145926,67.66194921202765,33.34994526763806,0.1567003,212.8263,2.8079169,3.6039166,2.3575332,1.2463834,,94.59853339300898,92.37402429966892,,29.985056706236172
6838311796136238976,Gaia DR3 6838311796136238976,326.76139246141946,-16.128607188133948,85.94055985093036,0.33271763,258.2988,2.836813,3.2903588,2.6031075,0.6872513,,259.7074391661449,-296.72127999345474,,11.635949332126376
6674382927491854848,Gaia DR3 6674382927491854848,309.3921343889334,-47.2912080024033,32.898854474949125,0.22250786,147.8548,2.8521497,3.6026647,2.3804884,1.2221763,,50.921628478362564,66.02564942441289,,30.396195124710232
4039970797062166400,Gaia DR3 4039970797062166400,267.4647360322948,-37.0432231563698,24.73401438925934,0.15752482,157.0166,2.860071,3.6930728,2.3466864,1.3463864,,41.7174587158551,11.974986141863557,,40.43015356351723
583588100209595776,Gaia DR3 583588100209595776,133.84799100696154,5.9456285938922715,21.313272879490093,0.23163751,92.01132,2.8702028,3.6310704,2.4316075,1.1994629,,-101.03709490331457,14.261244607726608,,46.9191196328325
2858629802998456576,Gaia DR3 2858629802998456576,9.832595312681915,30.86050281776377,31.573488734557774,0.4546071,69.452255,2.8720777,3.7642562,2.3436282,1.4206281,,176.85629399879502,-108.17132628918509,,31.672141409748022
4444057469252265984,Gaia DR3 4444057469252265984,254.41575470820635,9.374984808370574,37.112505074250734,0.20407076,181.86096,2.8820894,3.6867857,2.377902,1.3088837,,-292.63793453634236,-9.948193103141083,,26.945095675953613
1517698716348324992,Gaia DR3 1517698716348324992,194.0056156711975,38.31862104268021,32.722737796620656,0.58442336,55.991497,2.9043932,3.1570334,2.9376268,0.2194066,,-233.7755313345049,55.034770927991445,,30.55979014394303
2079784488001577600,Gaia DR3 2079784488001577600,296.2439176177008,45.13102484391075,21.14741161121059,0.52230674,40.48849,2.9163165,3.1492846,2.896631,0.2526536,,41.87016581274261,47.297743168717744,,47.287110989502075
2281778105594488192,Gaia DR3 2281778105594488192,354.83578083298244,77.63312481414683,72.51669209892496,0.14698927,493.34683,2.9429574,3.6605105,2.4036362,1.2568743,,-64.86017762406422,171.15860250258777,,13.789928512401419
6270558110774003968,Gaia DR3 6270558110774003968,211.59312413128,-26.682988025787974,30.8889116729351,0.26689136,115.73589,2.948431,3.7761185,2.442711,1.3334074,,43.38128373019896,-140.95130845178275,,32.374076839884296
3520586071217872896,Gaia DR3 3520586071217872896,187.46509027380262,-16.51605134463174,38.05998179765627,0.39960772,95.243355,2.9649055,3.1486783,2.949156,0.19952226,8763.306,-209.27622914351525,-139.1843207728625,,26.27431629674557
6762701233364896000,Gaia DR3 6762701233364896000,286.734746992432,-27.67154143141872,28.319548249048147,0.31344894,90.348206,2.9668314,3.8061733,2.4567673,1.349406,,-53.00095904927703,-253.30363661316218,,35.3112977370185
1614731957531452544,Gaia DR3 1614731957531452544,231.23232031030997,58.966142735645974,32.52388531619131,0.13097586,248.3197,2.9729202,3.7606664,2.4086325,1.3520339,,-8.182586516680766,17.296024945644415,,30.746634059190082
4356298849169862784,Gaia DR3 4356298849169862784,244.58075014832895,-4.692331985478922,30.513634597436656,0.18784496,162.44052,2.977211,3.7203512,2.4902704,1.2300808,,83.9156476548227,40.76265765863977,,32.77223487771616
